id,date,user,employee_id,to,external_flag,size_kb,has_attachment,off_hours_flag
E000038,2026-02-07 10:36:15,farah.iyer1,EMP0001,sneha.joshi10@company-intranet.local,0,174,1,0
E000039,2026-01-07 09:49:32,farah.iyer1,EMP0001,manoj.mehta57@company-intranet.local,0,163,1,0
E000040,2026-01-13 19:56:12,vikram.menon2,EMP0002,swati.das7@company-intranet.local,0,99,0,0
E000041,2026-01-19 15:49:27,vikram.menon2,EMP0002,swati.bose26@company-intranet.local,0,293,1,0
E000042,2026-01-04 11:44:01,vikram.menon2,EMP0002,varun.iyer36@company-intranet.local,0,247,0,0
E000043,2026-01-26 13:29:48,vikram.menon2,EMP0002,vikram.nair27@company-intranet.local,0,461,0,0
E000044,2026-02-11 11:47:13,vikram.menon2,EMP0002,neha.joshi20@company-intranet.local,0,292,1,0
E000045,2026-01-15 12:14:20,vikram.menon2,EMP0002,nikhil.kapoor43@company-intranet.local,0,344,1,0
E000046,2026-01-24 14:57:33,vikram.menon2,EMP0002,anjali.nair9@company-intranet.local,0,341,1,0
E000047,2026-01-02 16:18:52,vikram.menon2,EMP0002,farah.iyer1@company-intranet.local,0,464,0,0
E000048,2026-01-27 16:07:09,vikram.menon2,EMP0002,anjali.mehta58@company-intranet.local,0,360,1,0
E000049,2026-02-09 11:01:35,vikram.menon2,EMP0002,swati.kapoor52@company-intranet.local,0,439,0,0
E000050,2026-01-26 13:22:34,vikram.menon2,EMP0002,karthik.rao44@company-intranet.local,0,80,0,0
E000051,2026-02-12 09:50:35,vikram.menon2,EMP0002,vikram.naidu25@company-intranet.local,0,298,0,0
E000052,2026-01-23 11:04:59,vikram.menon2,EMP0002,karthik.bose54@company-intranet.local,0,115,0,0
E000053,2026-02-05 11:27:06,vikram.menon2,EMP0002,karthik.rao44@company-intranet.local,0,430,1,0
E000054,2026-01-10 15:51:33,vikram.menon2,EMP0002,divya.verma21@company-intranet.local,0,297,0,0
E000055,2026-01-08 09:12:49,vikram.menon2,EMP0002,meera.das18@company-intranet.local,0,209,1,0
E000056,2026-01-10 09:50:49,vikram.menon2,EMP0002,neha.joshi20@company-intranet.local,0,440,1,0
E000057,2026-01-18 13:02:54,vikram.menon2,EMP0002,vikram.menon2@company-intranet.local,0,431,0,0
E000058,2026-01-31 15:00:00,vikram.menon2,EMP0002,nikhil.kapoor43@company-intranet.local,0,441,1,0
E000059,2026-01-28 13:58:56,vikram.menon2,EMP0002,vikram.naidu25@company-intranet.local,0,37,0,0
E000060,2026-01-08 16:48:24,vikram.menon2,EMP0002,farah.chatterjee33@company-intranet.local,0,108,0,0
E000061,2026-01-06 14:52:39,vikram.menon2,EMP0002,divya.joshi22@company-intranet.local,0,426,0,0
E000062,2026-01-04 19:24:33,vikram.menon2,EMP0002,rohan.sharma4@company-intranet.local,0,318,1,0
E000063,2026-01-18 07:40:38,vikram.menon2,EMP0002,ritu.bhatt5@company-intranet.local,0,444,1,0
E000064,2026-01-21 05:26:49,vikram.menon2,EMP0002,neha.naidu12@company-intranet.local,0,446,1,0
E000065,2026-02-03 08:37:28,vikram.menon2,EMP0002,sameer.reddy42@company-intranet.local,0,215,1,0
E000066,2026-01-10 05:23:14,vikram.menon2,EMP0002,isha.saxena41@company-intranet.local,0,148,0,0
E000067,2026-01-02 17:28:28,vikram.menon2,EMP0002,divya.kapoor39@company-intranet.local,0,149,0,0
E000068,2026-01-11 06:28:56,vikram.menon2,EMP0002,anjali.nair9@company-intranet.local,0,376,0,0
E000069,2026-01-27 14:38:08,vikram.menon2,EMP0002,varun.saxena23@company-intranet.local,0,14,1,0
E000070,2026-01-06 15:31:46,vikram.menon2,EMP0002,isha.saxena41@company-intranet.local,0,427,0,0
E000071,2026-01-25 17:10:36,vikram.menon2,EMP0002,suresh.joshi45@company-intranet.local,0,482,1,0
E000072,2026-01-05 15:16:01,vikram.menon2,EMP0002,swati.bose26@company-intranet.local,0,484,1,0
E000073,2026-02-13 12:04:12,vikram.menon2,EMP0002,manoj.khan13@company-intranet.local,0,108,0,0
E000074,2026-01-06 18:59:20,yusuf.naidu3,EMP0003,varun.saxena23@company-intranet.local,0,371,0,0
E000075,2026-01-13 10:25:06,yusuf.naidu3,EMP0003,pooja.bhatt30@company-intranet.local,0,283,0,0
E000076,2026-01-30 01:54:57,yusuf.naidu3,EMP0003,deepak.naidu59@company-intranet.local,0,89,1,0
E000077,2026-01-07 07:10:00,yusuf.naidu3,EMP0003,vikram.naidu25@company-intranet.local,0,62,0,0
E000078,2026-01-28 09:32:42,yusuf.naidu3,EMP0003,divya.verma21@company-intranet.local,0,72,0,0
E000079,2026-02-01 12:22:24,yusuf.naidu3,EMP0003,deepak.gupta8@company-intranet.local,0,102,0,0
E000080,2026-01-29 06:42:34,yusuf.naidu3,EMP0003,farah.gupta19@company-intranet.local,0,162,0,0
E000081,2026-02-07 05:10:55,yusuf.naidu3,EMP0003,rahul.gupta38@company-intranet.local,0,170,0,0
E000082,2026-01-10 16:18:32,yusuf.naidu3,EMP0003,yusuf.naidu3@company-intranet.local,0,423,0,0
E000083,2026-01-28 09:03:15,yusuf.naidu3,EMP0003,deepak.bose29@company-intranet.local,0,109,1,0
E000084,2026-01-17 16:25:30,yusuf.naidu3,EMP0003,yusuf.das35@company-intranet.local,0,60,0,0
E000085,2026-01-30 15:31:42,yusuf.naidu3,EMP0003,farah.chatterjee33@company-intranet.local,0,92,0,0
E000086,2026-01-05 01:10:40,yusuf.naidu3,EMP0003,lakshmi.naidu6@company-intranet.local,0,454,0,0
E000087,2026-02-07 12:11:06,yusuf.naidu3,EMP0003,isha.saxena41@company-intranet.local,0,104,0,0
E000088,2026-02-03 18:26:10,yusuf.naidu3,EMP0003,farah.pillai37@company-intranet.local,0,284,0,0
E000089,2026-02-01 15:43:38,yusuf.naidu3,EMP0003,deepak.bose29@company-intranet.local,0,124,0,0
E000090,2026-01-15 16:34:15,yusuf.naidu3,EMP0003,manoj.mehta57@company-intranet.local,0,63,1,0
E000091,2026-01-12 12:20:26,yusuf.naidu3,EMP0003,vikram.menon2@company-intranet.local,0,178,0,0
E000092,2026-02-06 15:47:01,yusuf.naidu3,EMP0003,isha.naidu32@company-intranet.local,0,407,1,0
E000093,2026-02-07 12:40:27,yusuf.naidu3,EMP0003,swati.bose26@company-intranet.local,0,353,0,0
E000094,2026-01-30 11:03:25,yusuf.naidu3,EMP0003,rajesh.iyer56@company-intranet.local,0,485,0,0
E000095,2026-01-16 17:33:49,yusuf.naidu3,EMP0003,swati.kapoor52@company-intranet.local,0,80,0,0
E000096,2026-01-01 10:09:05,rohan.sharma4,EMP0004,nikhil.kapoor43@company-intranet.local,0,435,0,0
E000097,2026-01-12 08:22:20,rohan.sharma4,EMP0004,karthik.rao44@company-intranet.local,0,86,0,0
E000098,2026-01-26 14:42:23,rohan.sharma4,EMP0004,farah.iyer1@company-intranet.local,0,402,0,0
E000099,2026-02-04 22:59:06,rohan.sharma4,EMP0004,karthik.rao44@company-intranet.local,0,140,0,0
E000100,2026-02-06 08:04:33,rohan.sharma4,EMP0004,sameer.reddy42@company-intranet.local,0,399,0,0
E000101,2026-01-05 22:08:20,rohan.sharma4,EMP0004,farah.pillai37@company-intranet.local,0,208,0,0
E000102,2026-02-08 19:35:37,rohan.sharma4,EMP0004,yusuf.das35@company-intranet.local,0,400,1,0
E000103,2026-01-18 09:39:38,rohan.sharma4,EMP0004,yusuf.das35@company-intranet.local,0,152,1,0
E000104,2026-01-02 19:08:57,rohan.sharma4,EMP0004,deepak.naidu59@company-intranet.local,0,24,0,0
E000105,2026-01-03 19:44:46,rohan.sharma4,EMP0004,tanya.khan15@company-intranet.local,0,344,1,0
E000106,2026-01-28 21:38:45,rohan.sharma4,EMP0004,suresh.joshi45@company-intranet.local,0,133,1,0
E000107,2026-01-19 14:19:56,rohan.sharma4,EMP0004,divya.kapoor39@company-intranet.local,0,177,1,0
E000108,2026-02-09 12:40:04,rohan.sharma4,EMP0004,sameer.reddy42@company-intranet.local,0,48,0,0
E000109,2026-01-23 11:34:32,rohan.sharma4,EMP0004,pooja.bhatt30@company-intranet.local,0,497,0,0
E000110,2026-02-14 14:05:22,rohan.sharma4,EMP0004,manoj.sharma60@company-intranet.local,0,96,0,0
E000111,2026-02-04 10:24:30,rohan.sharma4,EMP0004,manoj.khan13@company-intranet.local,0,281,1,0
E000112,2026-01-12 02:39:28,rohan.sharma4,EMP0004,meera.das18@company-intranet.local,0,199,0,0
E000113,2026-02-09 06:40:42,rohan.sharma4,EMP0004,pooja.bhatt30@company-intranet.local,0,258,1,0
E000114,2026-02-04 12:34:09,rohan.sharma4,EMP0004,rohan.joshi55@company-intranet.local,0,324,1,0
E000115,2026-01-28 12:45:54,rohan.sharma4,EMP0004,sneha.joshi10@company-intranet.local,0,433,0,0
E000116,2026-01-21 12:12:31,rohan.sharma4,EMP0004,manoj.menon48@company-intranet.local,0,24,1,0
E000117,2026-02-04 10:33:00,rohan.sharma4,EMP0004,swati.bose26@company-intranet.local,0,334,0,0
E000118,2026-02-13 13:15:23,rohan.sharma4,EMP0004,rohan.sharma4@company-intranet.local,0,361,0,0
E000119,2026-01-02 14:55:23,rohan.sharma4,EMP0004,sneha.verma49@company-intranet.local,0,204,0,0
E000120,2026-02-09 10:29:36,rohan.sharma4,EMP0004,yusuf.naidu3@company-intranet.local,0,20,1,0
E000121,2026-01-08 08:57:34,rohan.sharma4,EMP0004,neha.naidu12@company-intranet.local,0,403,1,0
E000122,2026-01-24 09:11:59,ritu.bhatt5,EMP0005,arjun.mehta34@company-intranet.local,0,206,0,0
E000123,2026-02-07 10:08:22,ritu.bhatt5,EMP0005,kiran.iyer53@company-intranet.local,0,422,1,0
E000124,2026-01-19 08:15:40,ritu.bhatt5,EMP0005,anjali.nair9@company-intranet.local,0,354,1,0
E000125,2026-02-06 16:50:25,ritu.bhatt5,EMP0005,karthik.bose54@company-intranet.local,0,448,0,0
E000126,2026-01-13 12:57:59,ritu.bhatt5,EMP0005,farah.pillai37@company-intranet.local,0,483,0,0
E000127,2026-01-22 11:16:05,ritu.bhatt5,EMP0005,karthik.rao44@company-intranet.local,0,353,0,0
E000128,2026-01-12 12:21:46,ritu.bhatt5,EMP0005,manoj.sharma60@company-intranet.local,0,252,0,0
E000129,2026-01-22 10:36:10,ritu.bhatt5,EMP0005,swati.bose26@company-intranet.local,0,489,1,0
E000130,2026-01-15 16:14:21,ritu.bhatt5,EMP0005,arjun.mehta34@company-intranet.local,0,316,1,0
E000131,2026-01-24 07:55:32,ritu.bhatt5,EMP0005,swati.das7@company-intranet.local,0,291,1,0
E000132,2026-01-26 10:01:41,ritu.bhatt5,EMP0005,isha.naidu32@company-intranet.local,0,270,0,0
E000133,2026-01-25 19:35:20,ritu.bhatt5,EMP0005,vikram.menon2@company-intranet.local,0,317,0,0
E000134,2026-02-01 15:18:52,ritu.bhatt5,EMP0005,kavya.patil17@company-intranet.local,0,119,0,0
E000135,2026-01-13 09:39:07,ritu.bhatt5,EMP0005,manoj.mehta57@company-intranet.local,0,350,1,0
E000136,2026-02-06 06:53:07,ritu.bhatt5,EMP0005,deepak.naidu59@company-intranet.local,0,251,1,0
E000137,2026-01-31 08:12:33,ritu.bhatt5,EMP0005,karthik.bose54@company-intranet.local,0,365,0,0
E000138,2026-02-07 09:50:02,ritu.bhatt5,EMP0005,lakshmi.naidu6@company-intranet.local,0,434,0,0
E000139,2026-01-14 10:05:20,ritu.bhatt5,EMP0005,farah.gupta19@company-intranet.local,0,237,0,0
E000140,2026-01-21 16:12:06,ritu.bhatt5,EMP0005,meera.reddy14@company-intranet.local,0,378,0,0
E000141,2026-01-24 13:13:52,ritu.bhatt5,EMP0005,vikram.nair27@company-intranet.local,0,248,1,0
E000142,2026-02-03 07:51:27,ritu.bhatt5,EMP0005,deepak.bose29@company-intranet.local,0,440,0,0
E000143,2026-01-03 01:39:17,ritu.bhatt5,EMP0005,rohan.joshi55@company-intranet.local,0,81,1,0
E000144,2026-02-11 15:18:49,ritu.bhatt5,EMP0005,anjali.kapoor51@company-intranet.local,0,49,0,0
E000145,2026-01-23 08:24:39,ritu.bhatt5,EMP0005,arjun.mehta34@company-intranet.local,0,490,0,0
E000146,2026-02-14 13:30:35,ritu.bhatt5,EMP0005,rohan.sharma4@company-intranet.local,0,314,1,0
E000147,2026-01-31 00:23:08,lakshmi.naidu6,EMP0006,kiran.joshi16@company-intranet.local,0,437,1,0
E000148,2026-02-03 12:49:22,lakshmi.naidu6,EMP0006,swati.bose26@company-intranet.local,0,88,0,0
E000149,2026-01-22 12:58:51,lakshmi.naidu6,EMP0006,rohan.chatterjee50@company-intranet.local,0,224,0,0
E000150,2026-01-04 19:55:49,lakshmi.naidu6,EMP0006,rahul.gupta38@company-intranet.local,0,264,0,0
E000151,2026-01-29 12:17:19,lakshmi.naidu6,EMP0006,rajesh.iyer56@company-intranet.local,0,90,0,0
E000152,2026-02-01 14:32:21,lakshmi.naidu6,EMP0006,manoj.menon48@company-intranet.local,0,462,1,0
E000153,2026-01-18 12:21:46,lakshmi.naidu6,EMP0006,rahul.gupta38@company-intranet.local,0,221,0,0
E000154,2026-01-21 15:53:39,lakshmi.naidu6,EMP0006,farah.gupta19@company-intranet.local,0,96,1,0
E000155,2026-01-09 09:39:58,lakshmi.naidu6,EMP0006,deepak.gupta8@company-intranet.local,0,500,0,0
E000156,2026-02-14 11:21:01,lakshmi.naidu6,EMP0006,anjali.nair9@company-intranet.local,0,482,0,0
E000157,2026-01-03 04:51:19,lakshmi.naidu6,EMP0006,farah.kapoor24@company-intranet.local,0,332,0,0
E000158,2026-02-07 14:14:04,lakshmi.naidu6,EMP0006,kiran.joshi16@company-intranet.local,0,72,1,0
E000159,2026-01-08 15:55:20,lakshmi.naidu6,EMP0006,ritu.bhatt5@company-intranet.local,0,111,0,0
E000160,2026-01-21 10:02:33,lakshmi.naidu6,EMP0006,meera.reddy14@company-intranet.local,0,329,1,0
E000161,2026-01-28 12:11:43,lakshmi.naidu6,EMP0006,swati.das7@company-intranet.local,0,150,0,0
E000162,2026-01-19 16:33:39,lakshmi.naidu6,EMP0006,vikram.naidu25@company-intranet.local,0,202,1,0
E000163,2026-02-09 23:31:09,lakshmi.naidu6,EMP0006,isha.naidu32@company-intranet.local,0,498,1,0
E000164,2026-01-15 11:57:40,lakshmi.naidu6,EMP0006,anjali.kapoor51@company-intranet.local,0,230,1,0
E000165,2026-01-19 13:09:47,lakshmi.naidu6,EMP0006,farah.iyer1@company-intranet.local,0,71,0,0
E000166,2026-01-11 17:18:13,swati.das7,EMP0007,ritu.bhatt5@company-intranet.local,0,274,0,0
E000167,2026-01-12 14:51:52,swati.das7,EMP0007,swati.das7@company-intranet.local,0,382,0,0
E000168,2026-01-13 16:08:12,swati.das7,EMP0007,divya.kapoor39@company-intranet.local,0,78,1,0
E000169,2026-01-01 13:39:05,swati.das7,EMP0007,rohan.sharma4@company-intranet.local,0,198,1,0
E000170,2026-01-01 16:33:15,swati.das7,EMP0007,vikram.nair27@company-intranet.local,0,139,0,0
E000171,2026-01-11 08:35:29,swati.das7,EMP0007,varun.saxena23@company-intranet.local,0,17,1,0
E000172,2026-01-11 15:25:33,swati.das7,EMP0007,isha.pillai46@company-intranet.local,0,49,1,0
E000173,2026-01-30 08:11:57,swati.das7,EMP0007,varun.saxena23@company-intranet.local,0,250,0,0
E000174,2026-01-21 09:23:35,swati.das7,EMP0007,isha.saxena41@company-intranet.local,0,141,0,0
E000175,2026-01-09 10:55:36,swati.das7,EMP0007,yusuf.naidu3@company-intranet.local,0,171,0,0
E000176,2026-02-09 07:52:49,swati.das7,EMP0007,rohan.joshi55@company-intranet.local,0,347,1,0
E000177,2026-01-30 10:42:35,swati.das7,EMP0007,kiran.joshi16@company-intranet.local,0,378,0,0
E000178,2026-01-26 05:55:11,swati.das7,EMP0007,isha.pillai46@company-intranet.local,0,230,0,0
E000179,2026-02-11 11:04:29,swati.das7,EMP0007,karthik.rao44@company-intranet.local,0,115,0,0
E000180,2026-01-29 15:46:13,swati.das7,EMP0007,manoj.sharma60@company-intranet.local,0,294,1,0
E000181,2026-02-07 20:53:59,swati.das7,EMP0007,vikram.menon2@company-intranet.local,0,171,0,0
E000182,2026-01-12 08:36:58,swati.das7,EMP0007,rahul.khan40@company-intranet.local,0,114,1,0
E000183,2026-01-27 16:06:46,swati.das7,EMP0007,tanya.verma28@company-intranet.local,0,414,0,0
E000184,2026-02-12 16:04:40,swati.das7,EMP0007,neha.joshi20@company-intranet.local,0,125,1,0
E000185,2026-02-05 08:57:10,swati.das7,EMP0007,divya.verma21@company-intranet.local,0,339,0,0
E000186,2026-02-14 20:50:36,swati.das7,EMP0007,rohan.joshi55@company-intranet.local,0,462,1,0
E000187,2026-01-14 10:19:17,swati.das7,EMP0007,vikram.nair27@company-intranet.local,0,67,0,0
E000188,2026-02-11 11:47:56,swati.das7,EMP0007,isha.naidu32@company-intranet.local,0,117,0,0
E000189,2026-01-26 09:01:36,swati.das7,EMP0007,divya.joshi22@company-intranet.local,0,138,0,0
E000190,2026-02-06 15:49:31,swati.das7,EMP0007,rahul.khan40@company-intranet.local,0,371,1,0
E000191,2026-01-08 08:28:38,swati.das7,EMP0007,kiran.iyer53@company-intranet.local,0,439,1,0
E000192,2026-01-29 00:36:11,swati.das7,EMP0007,deepak.bose29@company-intranet.local,0,40,0,0
E000193,2026-01-04 10:42:57,swati.das7,EMP0007,divya.kapoor39@company-intranet.local,0,244,1,0
E000194,2026-02-01 14:13:31,swati.das7,EMP0007,isha.pillai46@company-intranet.local,0,463,0,0
E000195,2026-01-09 13:35:58,swati.das7,EMP0007,arjun.mehta34@company-intranet.local,0,129,0,0
E000196,2026-01-10 03:43:48,swati.das7,EMP0007,swati.das7@company-intranet.local,0,73,0,0
E000197,2026-01-04 12:11:02,deepak.gupta8,EMP0008,manoj.mehta57@company-intranet.local,0,27,0,0
E000198,2026-02-05 12:51:43,deepak.gupta8,EMP0008,manoj.mehta57@company-intranet.local,0,243,1,0
E000199,2026-02-02 12:36:28,deepak.gupta8,EMP0008,varun.saxena23@company-intranet.local,0,355,0,0
E000200,2026-02-14 15:45:56,deepak.gupta8,EMP0008,farah.kapoor24@company-intranet.local,0,346,1,0
E000201,2026-01-23 08:40:34,deepak.gupta8,EMP0008,swati.bose26@company-intranet.local,0,478,0,0
E000202,2026-01-03 08:17:19,deepak.gupta8,EMP0008,kiran.joshi16@company-intranet.local,0,477,0,0
E000203,2026-02-11 07:36:54,deepak.gupta8,EMP0008,anjali.kapoor51@company-intranet.local,0,298,0,0
E000204,2026-01-08 11:22:53,deepak.gupta8,EMP0008,rajesh.iyer56@company-intranet.local,0,88,0,0
E000205,2026-02-06 17:55:05,deepak.gupta8,EMP0008,vikram.menon2@company-intranet.local,0,403,0,0
E000206,2026-02-11 13:49:59,deepak.gupta8,EMP0008,vikram.reddy47@company-intranet.local,0,487,1,0
E000207,2026-01-23 14:05:19,deepak.gupta8,EMP0008,manoj.khan13@company-intranet.local,0,249,0,0
E000208,2026-02-11 16:32:12,deepak.gupta8,EMP0008,rohan.sharma4@company-intranet.local,0,318,0,0
E000209,2026-01-01 13:30:05,deepak.gupta8,EMP0008,meera.reddy14@company-intranet.local,0,356,1,0
E000210,2026-02-01 07:07:09,deepak.gupta8,EMP0008,swati.bose26@company-intranet.local,0,29,1,0
E000211,2026-01-10 14:07:13,deepak.gupta8,EMP0008,rahul.bhatt11@company-intranet.local,0,65,1,0
E000212,2026-02-14 19:26:29,deepak.gupta8,EMP0008,sneha.verma49@company-intranet.local,0,343,0,0
E000213,2026-01-04 07:49:47,deepak.gupta8,EMP0008,karthik.rao44@company-intranet.local,0,50,0,0
E000214,2026-01-08 10:06:08,deepak.gupta8,EMP0008,deepak.naidu59@company-intranet.local,0,97,0,0
E000215,2026-01-08 13:02:28,deepak.gupta8,EMP0008,anjali.nair9@company-intranet.local,0,375,0,0
E000216,2026-02-12 15:33:48,deepak.gupta8,EMP0008,deepak.bose29@company-intranet.local,0,482,0,0
E000217,2026-01-13 18:47:46,deepak.gupta8,EMP0008,meera.reddy14@company-intranet.local,0,23,0,0
E000218,2026-02-06 08:24:21,deepak.gupta8,EMP0008,meera.reddy14@company-intranet.local,0,279,0,0
E000219,2026-02-12 08:41:56,deepak.gupta8,EMP0008,nikhil.kapoor43@company-intranet.local,0,420,0,0
E000220,2026-02-03 07:48:50,deepak.gupta8,EMP0008,farah.gupta19@company-intranet.local,0,95,0,0
E000221,2026-01-06 09:50:35,deepak.gupta8,EMP0008,karthik.rao44@company-intranet.local,0,207,1,0
E000222,2026-02-03 08:21:55,deepak.gupta8,EMP0008,farah.iyer1@company-intranet.local,0,300,1,0
E000223,2026-01-21 22:09:38,deepak.gupta8,EMP0008,farah.gupta19@company-intranet.local,0,197,0,0
E000224,2026-02-07 08:54:23,anjali.nair9,EMP0009,varun.saxena23@company-intranet.local,0,374,0,0
E000225,2026-01-05 15:47:41,anjali.nair9,EMP0009,farah.iyer1@company-intranet.local,0,417,0,0
E000226,2026-02-12 13:22:08,anjali.nair9,EMP0009,rohan.chatterjee50@company-intranet.local,0,360,1,0
E000227,2026-02-01 16:49:06,anjali.nair9,EMP0009,tanya.khan15@company-intranet.local,0,237,0,0
E000228,2026-01-10 09:27:59,anjali.nair9,EMP0009,varun.saxena23@company-intranet.local,0,286,0,0
E000229,2026-02-04 10:19:48,anjali.nair9,EMP0009,manoj.sharma60@company-intranet.local,0,71,0,0
E000230,2026-01-02 09:04:56,anjali.nair9,EMP0009,manoj.menon48@company-intranet.local,0,403,0,0
E000231,2026-01-02 08:30:59,anjali.nair9,EMP0009,rohan.sharma4@company-intranet.local,0,221,0,0
E000232,2026-01-24 13:30:14,anjali.nair9,EMP0009,varun.iyer36@company-intranet.local,0,258,0,0
E000233,2026-01-04 08:39:03,anjali.nair9,EMP0009,deepak.bose29@company-intranet.local,0,373,1,0
E000234,2026-01-06 11:55:37,anjali.nair9,EMP0009,vikram.menon2@company-intranet.local,0,216,0,0
E000235,2026-01-09 07:18:33,anjali.nair9,EMP0009,sameer.reddy42@company-intranet.local,0,488,0,0
E000236,2026-01-22 10:55:10,anjali.nair9,EMP0009,kiran.iyer53@company-intranet.local,0,454,1,0
E000237,2026-02-10 13:14:44,anjali.nair9,EMP0009,isha.pillai46@company-intranet.local,0,448,0,0
E000238,2026-01-03 09:07:01,anjali.nair9,EMP0009,rahul.khan40@company-intranet.local,0,190,0,0
E000239,2026-02-06 17:40:28,sneha.joshi10,EMP0010,farah.kapoor24@company-intranet.local,0,221,0,0
E000240,2026-02-09 06:28:37,sneha.joshi10,EMP0010,karthik.rao44@company-intranet.local,0,403,0,0
E000241,2026-01-24 09:53:11,sneha.joshi10,EMP0010,kiran.joshi16@company-intranet.local,0,133,0,0
E000242,2026-01-07 08:51:16,sneha.joshi10,EMP0010,pooja.bhatt30@company-intranet.local,0,227,0,0
E000243,2026-01-08 04:03:49,sneha.joshi10,EMP0010,deepak.gupta8@company-intranet.local,0,413,1,0
E000244,2026-01-08 04:01:51,sneha.joshi10,EMP0010,deepak.naidu59@company-intranet.local,0,382,0,0
E000245,2026-02-05 09:28:25,sneha.joshi10,EMP0010,meera.das18@company-intranet.local,0,395,0,0
E000246,2026-02-01 08:33:02,sneha.joshi10,EMP0010,yusuf.das35@company-intranet.local,0,11,1,0
E000247,2026-01-07 15:42:23,sneha.joshi10,EMP0010,deepak.bose29@company-intranet.local,0,59,0,0
E000248,2026-02-07 03:46:06,sneha.joshi10,EMP0010,divya.joshi22@company-intranet.local,0,365,0,0
